"1","RO80TMGV5125345765650942","SVC","10337"
"2","RO41EMQE2888988913741182","CNY","10532"
"3","RO26IJFS5031867919928223","MNT","11328"
"4","RO68OUCN3319952480822125","BMD","11411"
"5","RO39HKZB1322845854730660","CZK","11949"
"6","RO90AUJT0425488448431561","BAM","12404"
"7","RO07QFGO5916157237654453","ANG","13490"
"8","RO88JXQF7247402720565058","JMD","15316"
"9","RO27QMXM7770114347825899","PLN","16226"
"10","RO66PEHT7907677453209928","UAH","16271"
"11","RO18BMST8482675148721759","WST","16309"
"12","RO81IOBG1030636316703819","NAD","16979"
"13","RO50BKCH5245932144302477","NZD","18024"
"14","RO27MJHI3631923283860846","NAD","18263"
"15","RO14RMJM6898114509729810","NZD","18973"
"16","RO55EALQ4360984188848056","CVE","19303"
"17","RO16QFZU3993767764469066","EUR","19601"
"18","RO39YOKP4020669053814405","PAB","19838"
"19","RO52IFSK7465031518596811","LYD","19961"
"20","RO50VJHZ8864848739169962","QAR","19962"
"21","RO34OJTZ4769200375808226","ETB","10001"
"22","RO12MMSU4294773249209690","SLL","10002"
"23","RO46WYBN3387828788855261","CUP","10003"
"24","RO82PUSW6585159962244781","RSD","10004"
"25","RO31TAQV1173741426259801","SPL","10005"
"26","RO07RXKB9583679696732237","JOD","10006"
"27","RO36ISDO5915495251590510","TTD","10007"
"28","RO34RJQW7368577515550506","USD","10008"
"29","RO52JHIE4598177951907927","ZMW","10009"
"30","RO57NMLX3210121282886654","XOF","10010"
"31","RO42IZDL2458636005002258","MRO","10011"
"32","RO73LEGD4404803772607297","LBP","10012"
"33","RO30KFFC5000854224202757","MGA","10013"
"34","RO75ORYB0816768706651913","JOD","10014"
"35","RO46YGGN3338617186825116","IQD","10015"
"36","RO16MIGC1048933109639387","GGP","10016"
"37","RO38EHHT4661465553030909","CUC","10017"
"38","RO95WXFH2023668612739054","SBD","10018"
"39","RO33TGBI8353180478689639","UGX","10019"
"40","RO66EYAO7891835748703867","LSL","10020"
"41","RO88VBAI9261968018935607","SPL","10021"
"42","RO96MZCH4733619234130197","MGA","10022"
"43","RO78EAJX8777868549247283","NIO","10023"
"44","RO49LGGD8376595860392533","PYG","10024"
"45","RO96KOKI7370638209202543","MAD","10025"
"46","RO73CAEZ2953473159466292","HRK","10026"
"47","RO11WQUO3602427250579774","VND","10027"
"48","RO27ZIDJ4067504571927426","AUD","10028"
"49","RO97IGGH8689702885701721","BSD","10029"
"50","RO27KZLO7858888640691484","SCR","10030"
"51","RO95USZK9648232246583786","JMD","10031"
"52","RO95ENWG3016961822124190","MAD","10032"
"53","RO88XSLN4407482653121007","SVC","10033"
"54","RO86VDHS8548921153665508","AOA","10034"
"55","RO46CGIU1831469574726956","DOP","10035"
"56","RO39CQXK0940156819066599","SCR","10036"
"57","RO87GUVG4699920523589372","HKD","10037"
"58","RO16JMNO7146543902708678","MKD","10038"
"59","RO19RSMJ3530396073366770","SLL","10039"
"60","RO71XKUF3477442855315318","FJD","10040"
"61","RO54OGHF6235387371680015","VUV","10041"
"62","RO54ECLI8530838038541268","SOS","10042"
"63","RO49YOQQ1148865084712563","HTG","10043"
"64","RO77YIWS9715307474924274","VEF","10044"
"65","RO25YAZE3613804574469265","BYR","10045"
"66","RO35SBME6561770435499130","GHS","10046"
"67","RO52ZTGA9431738910928469","SHP","10047"
"68","RO49IECR2632740622797047","AFN","10048"
"69","RO85BPBZ2581045759455744","SOS","10049"
"70","RO10AATR7449141095358934","SLL","10050"
"71","RO09CVVN9556628182136473","GNF","10051"
"72","RO89IDAM3882952209485549","MXN","10052"
"73","RO16RAOY4706597729075813","BSD","10053"
"74","RO06TDOP1313790699686283","TTD","10054"
"75","RO57NRZY6247124128235018","HNL","10055"
"76","RO78PQLK6824015537431547","BGN","10056"
"77","RO14FDSX4495834011176763","TTD","10057"
"78","RO37BLRE6520245742099160","MOP","10058"
"79","RO52XLXH7795032779929700","BWP","10059"
"80","RO55HZNT3776710341879401","AFN","10060"
"81","RO29VNAS7297001575009626","AMD","10061"
"82","RO59YGAU4871743494464617","SLL","10062"
"83","RO76PICQ8474570774087953","CZK","10063"
"84","RO85AFSN5782960674315268","TND","10064"
"85","RO92CZFS2938165007452830","KPW","10065"
"86","RO53QWNG8442886701885955","MYR","10066"
"87","RO18SPZD8052800787475004","BYR","10067"
"88","RO61SSYG7031590313300171","CLP","10068"
"89","RO37YTFY0044310426482465","TWD","10069"
"90","RO24QISD1302614557086877","UYU","10070"
"91","RO03KSJH9317968269202235","CRC","10071"
"92","RO57QSTZ6433167569780317","MYR","10072"
"93","RO32NBPX8658641704225916","GIP","10073"
"94","RO54ARTN1324675435304905","JPY","10074"
"95","RO93TXAV3542543526998679","ALL","10075"
"96","RO21EIAU4054450173305138","AED","10076"
"97","RO82IMCO3612924709337452","BHD","10077"
"98","RO72VLGO1175096013709615","MRO","10078"
"99","RO04CHMS2595693211029173","DJF","10079"
"100","RO47AGYX5168236101150481","MNT","10080"
"101","RO14IVFR3970195667469552","SCR","10081"
"102","RO22CFRR5849398711706439","PKR","10082"
"103","RO82BAUL4179661850082042","ETB","10083"
"104","RO81MVJZ9455232986577287","PAB","10084"
"105","RO55VVEY6052404610223356","BSD","10085"
"106","RO07MHOG9093894559403777","CNY","10086"
"107","RO17NANB8615179773647607","TZS","10087"
"108","RO16JFSX7845535334833374","AED","10088"
"109","RO60DYGA9993803372965688","JPY","10089"
"110","RO45SMHH4904685628579129","JOD","10090"
"111","RO92YIGO7187923030188356","AMD","10091"
"112","RO10LSAD3258972001406774","LBP","10092"
"113","RO58JCPT9599920477572240","CHF","10093"
"114","RO94KXPJ5461559027214449","EGP","10094"
"115","RO15IJMT2228283695121365","ZAR","10095"
"116","RO47OVUO8716440525829397","ARS","10096"
"117","RO78SBEH9205370916732985","STD","10097"
"118","RO75NZOQ9843061450873927","KYD","10098"
"119","RO13UIYA6619322519555739","EGP","10099"
"120","RO68OUTX9731904668263730","XAF","10100"
"121","RO38IPXZ1618775291701689","PYG","10101"
"122","RO85CHBH8526556514149313","ALL","10102"
"123","RO66KOFT0130290594550569","AOA","10103"
"124","RO14RVBH9029304690432925","SEK","10104"
"125","RO25BANM8611996525058458","STD","10105"
"126","RO16TFAZ0270568964346082","VEF","10106"
"127","RO75VUGA3144942157993054","BGN","10107"
"128","RO65HQXF6752621175266368","ILS","10108"
"129","RO90ASHR9319341323207821","ZAR","10109"
"130","RO29ZLRZ5252485100889328","ZWD","10110"
"131","RO32ULBS2535606774686053","WST","10111"
"132","RO16XLER1725310879260042","ISK","10112"
"133","RO35KFYZ5576739045305399","SEK","10113"
"134","RO33VECE4097349585320595","SEK","10114"
"135","RO27HTSR3218283614730769","BWP","10115"
"136","RO79XTYQ0652222597562004","RON","10116"
"137","RO84HHJQ9235283310922967","HRK","10117"
"138","RO32SDDE5820115367408123","JPY","10118"
"139","RO13GTGQ9239491196444167","GYD","10119"
"140","RO05CABP4411073326492767","MDL","10120"
"141","RO80QPMZ0518401070965224","IQD","10121"
"142","RO24LTNZ0675494067258876","ETB","10122"
"143","RO67TUTA0710150243861850","GTQ","10123"
"144","RO84QRNL7668318480624966","PGK","10124"
"145","RO85QKJZ7402841356934892","SGD","10125"
"146","RO31YIZR6946881440320062","LSL","10126"
"147","RO71NGRH2484506710633269","YER","10127"
"148","RO61KVZG9164435543471154","MRO","10128"
"149","RO54UWYP7347439710879509","TTD","10129"
"150","RO96LCLS0781494505588597","SAR","10130"
"151","RO12MRIB6539381842615216","MUR","10131"
"152","RO05RTMT0196989318296150","DOP","10132"
"153","RO46NDZW7537889421174510","JOD","10133"
"154","RO37CYNU8894581625192230","BAM","10134"
"155","RO93KHVC0692845580168788","KPW","10135"
"156","RO53SBOR5386141623144239","GHS","10136"
"157","RO05HECI6300758183112939","BND","10137"
"158","RO94DHCI9409014332316347","INR","10138"
"159","RO09FZLW0394257247260950","WST","10139"
"160","RO68BSWM1786048654769627","RON","10140"
"161","RO95GAAI7293792870183206","NPR","10141"
"162","RO89ELKA0596312075426956","EUR","10142"
"163","RO18BZAS8109430840232384","LRD","10143"
"164","RO25GHJZ2917350561530001","MUR","10144"
"165","RO67JQLO2695168311869663","DZD","10145"
"166","RO73CDAW0026104871902331","ARS","10146"
"167","RO85WVJI7460571628140081","JMD","10147"
"168","RO58JIWW7814855597300119","VEF","10148"
"169","RO77YESV4425318233593387","RWF","10149"
"170","RO28AYFJ6186877950837883","XCD","10150"
"171","RO69HCIK6845918103997977","SGD","10151"
"172","RO42YZGQ0335968549267501","CUC","10152"
"173","RO47JKZN9914510720515338","RSD","10153"
"174","RO55ORHF4891643536614119","LTL","10154"
"175","RO39PCUF1354810173685101","GGP","10155"
"176","RO15STXB4421701109960172","LTL","10156"
"177","RO70NLTB2477119224368552","IRR","10157"
"178","RO87REPM3538185670499845","AUD","10158"
"179","RO63PQHR8968548700125379","MGA","10159"
"180","RO94EFQU8991140533694267","BGN","10160"
"181","RO61OSIP5554760088013763","STD","10161"
"182","RO91HIXM8323165293644757","VND","10162"
"183","RO93YNIL1747631348503227","BND","10163"
"184","RO46QEHM5053011388718266","TVD","10164"
"185","RO76QESW2419706400729104","PEN","10165"
"186","RO44JPHT6917371701071013","ZMW","10166"
"187","RO92AUNF3450606805132500","JMD","10167"
"188","RO10ESXS6987220637292654","LKR","10168"
"189","RO94IJYQ8244057189727642","QAR","10169"
"190","RO76NXIL4661470038856222","XCD","10170"
"191","RO46XBBX1535422068577746","CUC","10171"
"192","RO64EHUF8753875766772757","KMF","10172"
"193","RO53OVJP7487703124362466","HTG","10173"
"194","RO47AJZH1282883182399753","SOS","10174"
"195","RO14ZYVL2265923403681273","GHS","10175"
"196","RO19CNLA1437043335008061","YER","10176"
"197","RO20JMWT8421086589201164","DKK","10177"
"198","RO70JLNF5854768897025700","GMD","10178"
"199","RO66XGZG0547484421568013","DKK","10179"
"200","RO47FDEV5059963511368715","SEK","10180"
"201","RO75FRHB7853063389007828","IRR","10181"
"202","RO30HJTI3312185495832699","DOP","10182"
"203","RO14TCJA9329996049293938","RUB","10183"
"204","RO24RAYS7026343932399873","TWD","10184"
"205","RO62PADD2193541265650406","SLL","10185"
"206","RO32LOPI8272187075074839","CUP","10186"
"207","RO79FTYF8907993309859933","IMP","10187"
"208","RO68OGRX8596615657619117","KWD","10188"
"209","RO76BOIE3943933963274385","FKP","10189"
"210","RO53EXMT4194280981663254","MAD","10190"
"211","RO57MCIC1238099026247562","NAD","10191"
"212","RO26CKLX7437552126110516","PHP","10192"
"213","RO56CTLJ8550625932405683","GEL","10193"
"214","RO35QUYZ4882946508304280","XAF","10194"
"215","RO41HPMW1691994376274953","NOK","10195"
"216","RO22QTTB1217499202770377","FKP","10196"
"217","RO74OWOV6516607759702678","MKD","10197"
"218","RO25WIJO4585892532497744","CVE","10198"
"219","RO94PXQC2864170377869670","SHP","10199"
"220","RO19EQPT0732520807800186","MAD","10200"
"221","RO74YUCI2110692932696124","SVC","10201"
"222","RO09DYJR4856141920615643","CAD","10202"
"223","RO85BYWM5085391688803686","PEN","10203"
"224","RO69FVZW0745497444621610","VUV","10204"
"225","RO66FXBP2845057293867634","SYP","10205"
"226","RO43TNVF8229271625949361","GNF","10206"
"227","RO86NMMF8362184416904808","LTL","10207"
"228","RO42FNMX2743987609536904","CRC","10208"
"229","RO08MRLH5406233032872607","SBD","10209"
"230","RO11YIIZ2388732494515408","ZWD","10210"
"231","RO60YGUX1518204122588037","ARS","10211"
"232","RO70ZJSP7905196816120006","SEK","10212"
"233","RO90RSKN1864506932601724","XDR","10213"
"234","RO68VVIK0296386921952565","ERN","10214"
"235","RO45LTRC9076872651227416","KMF","10215"
"236","RO02XDTA1517785708169448","KHR","10216"
"237","RO34RMGR5588700334573098","AMD","10217"
"238","RO95WTRX5857695202635181","LKR","10218"
"239","RO03ACJR2102822688270993","BDT","10219"
"240","RO43DLGC7727803965497240","KZT","10220"
"241","RO20EBIP2827473747633672","TVD","10221"
"242","RO23INNA4875308413934616","TJS","10222"
"243","RO22TRIH2678755949696680","BMD","10223"
"244","RO75KTAB5299317613172315","COP","10224"
"245","RO30EDNR5921970453750223","DKK","10225"
"246","RO19YWOZ8985503282280594","SCR","10226"
"247","RO86GSND7722167604984947","SGD","10227"
"248","RO96GPHZ8419905359825972","ISK","10228"
"249","RO63TJQC6375826779638871","HKD","10229"
"250","RO18GMRO0897173843102523","SAR","10230"
"251","RO32DRMK5193957979010418","KES","10231"
"252","RO05WQEL3128835863121197","SRD","10232"
"253","RO12LACA4810556920257129","CHF","10233"
"254","RO74UVJX8749491054364476","SHP","10234"
"255","RO71VPQC4859261235378173","KGS","10235"
"256","RO34PZHY2032201997275278","ETB","10236"
"257","RO07TGVD5010160784377755","GHS","10237"
"258","RO90TXGQ5293794864334288","YER","10238"
"259","RO63QCSG8283962233308242","BGN","10239"
"260","RO83HUSS8901168721565710","BGN","10240"
"261","RO35ZQCI7635448004939195","ZAR","10241"
"262","RO60ZAOQ5193166435558947","MDL","10242"
"263","RO29CWMD3394602146003739","AWG","10243"
"264","RO07HRHW4584070338195084","ILS","10244"
"265","RO88QDUI0004325863279136","SRD","10245"
"266","RO06GMSG6461553485242187","SOS","10246"
"267","RO08JPSU4700651037574871","BWP","10247"
