user_id,last_name,first_name
5013,Mocanu,Silvana
5244,Tomescu,Augustin
5528,Gheorghiu,Nelu
5704,Voinea,Rares
5737,Popa,Ernest
5826,Pușcașu,Dorina
5888,Eftimie,Tinca
5924,Cristea,Zaharia
5978,Ardelean,Felix
6130,Ionescu,Melina
6310,Mocanu,Norbert
6341,Diaconescu,Casian
6432,Cristea,Octavia
6923,Stan,Natalia
7031,Pușcașu,Vera
7258,Popa,Maximilian
7411,Preda,Olga
7595,Florea,Narcisa
7685,Florea,Valentin
7734,Ionescu,Simina
8055,Ionescu,Cedrin
8257,Ene,Grigore
8390,Stănescu,Stanca
9186,Dumitrescu,Roza
9467,Ene,Salomea
9983,Nistor,Teona
9984,Nistor,Todor
9985,Barbu,Lorelei
9986,Dinu,Anamaria
9987,Ionescu,Anda
9988,Barbu,Horia
9989,Ene,Dumitrana
9990,Popescu,Alis
9991,Ababei,Laurian
9992,Pop,Teodora
9993,Nistor,Stan
9994,Ababei,Heracleea
9995,Marin,Mariana
5001,Tabacu,Caterina
5002,Niță,Teofil
5003,Dima,Delia
5004,Nistor,Timotei
5005,Nistor,Vasilica
5006,Florea,Domnica
5007,Dochioiu,Clementina
5008,Stănescu,Minodora
5009,Florea,Filip
5010,Stănescu,Stelian
5011,Manole,Iris
5012,Ioniță,Flora
5014,Tomescu,Malvina
5015,Stan,Antoniu
5016,Oprea,Iurie
5017,Tudor,Venera
5018,Tabacu,Laura
5019,Stancu,Vladimir
5020,Stoica,Stelian
5021,Stancu,Sabina
5022,Suciu,Speranța
5023,Nemeș,Floarea
5024,Dima,David
5025,Stoica,Mugur
5026,Dinu,Norman
5027,Dochioiu,Dan
5028,Popa,Betina
5029,Stănescu,Luca
5030,Barbu,Matei
5031,Pop,Dominic
5032,Georgescu,Lucia
5033,Ene,Stela
5034,Georgescu,Marius
5035,Pușcașu,Ianis
5036,Stan,Cătălin
5037,Barbu,Ducu
5038,Ababei,Matilda
5039,Mazilescu,Gabriela
5040,Pop,Larisa
5041,Manole,Natașa
5042,Stoica,Adelin
5043,Tomescu,Theodor
5044,Mocanu,Nidia
5045,Barbu,Ioana
5046,Stănescu,Gheorghe
5047,Georgescu,Valentina
5048,Voinea,Mirona
5049,Nemeș,Lavinia
5050,Popescu,Paul
5051,Ioniță,Ortansa
5052,Mazilescu,Suzana
5053,Stan,Eugen
5054,Voinea,Camil
5055,Oprea,Consuela
5056,Voinea,Traian
5057,Ababei,Olimpian
5058,Popescu,Tania
5059,Stănescu,Jasmina
5060,Barbu,Nae
5061,Dima,Oliviu
5062,Ene,Beniamin
5063,Barbu,Francesca
5064,Dobre,Horațiu
5065,Diaconu,Simona
5066,Mocanu,Ionelia
5067,Tudor,Lucențiu
5068,Dobre,Timotei
5069,Diaconu,Zenovia
5070,Ionescu,Clementina
5071,Barbu,Camelia
5072,Toma,Silvia
5073,Dobre,Cristian
5074,Diaconescu,Diana
5075,Albu,Florența
5076,Stoica,Robert
5077,Pușcașu,Arian
5078,Tabacu,Robert
5079,Dinu,Valeria
5080,Mocanu,Filip
5081,Nistor,Oana
5082,Stănescu,Emanuela
5083,Preda,Antim
5084,Toma,Florin
5085,Nistor,Janina
5086,Diaconescu,Aurelian
5087,Tudor,Jan
5088,Diaconu,Simi
5089,Stoica,Savina
5090,Ene,Livia
5091,Mazilescu,Anica
5092,Toma,Dimitrina
5093,Toma,Mădălin
5094,Tudor,Antoaneta
5095,Ababei,Veta
5096,Oprea,Ionel
5097,Ardelean,Clara
5098,Dumitrescu,Horațiu
5099,Ionescu,Cezara
5100,Popescu,Tatiana
5101,Preda,Florian
5102,Barbu,Valeriu
5103,Voinea,Gică
5104,Mazilescu,Eugenia
5105,Ene,Eftimie
5106,Preda,Augustin
5107,Mocanu,Sinică
5108,Tudor,Haralambie
5109,Stan,Leopoldina
5110,Stan,Lucreția
5111,Toma,Bănel
5112,Tomescu,Mircea
5113,Popescu,Silviana
5114,Marin,Floarea
5115,Diaconu,Anton
5116,Suciu,Axinte
5117,Diaconu,Irina
5118,Mocanu,Panait
5119,Dinu,Mugur
5120,Ene,Romeo
5121,Ionescu,Adrian
5122,Dobre,Mirela
5123,Ioniță,Marian
5124,Ababei,Codruța
5125,Florea,Nicușor
5126,Nemeș,Tania
5127,Albu,Antim
5128,Diaconescu,Giorgian
5129,Mazilescu,Daniela
5130,Nistor,Mihnea
5131,Marin,Nelu
5132,Tabacu,Emanuel
5133,Pop,Marta
5134,Ardelean,Iris
5135,Marin,Gherghina
5136,Dima,Sabin
5137,Ababei,Theodor
5138,Dima,Traian
5139,Stănescu,Tudosia
5140,Stan,Teea
5141,Popescu,Daniela
5142,Georgescu,Fabiana
5143,Pop,Miron
5144,Voinea,Timea
5145,Dinu,Julia
5146,Nistor,Liviu
5147,Nistor,Tamara
5148,Niță,Estera
5149,Ioniță,Ana
5150,Ababei,Mioara
5151,Diaconu,Cristobal
5152,Oprea,Roxelana
5153,Stan,Suzana
5643,Manole,Ozana
5154,Stancu,Eric
5155,Oprea,Loredana
5156,Voinea,Cristofor
5157,Toma,Radu
5158,Diaconescu,Jenel
5159,Dochioiu,Emilia
5160,Nistor,Rebeca
5161,Stoica,Clarisa
5162,Pop,Amalia
5163,Dinu,Malvina
5164,Tabacu,Marilena
5165,Cristea,Casian
5166,Nistor,Roxelana
5167,Dochioiu,Matei
5168,Gheorghiu,Clarisa
5169,Mazilescu,Ofelia
5170,Diaconescu,Laurențiu
5171,Popa,Mădălin
5172,Suciu,Camelia
5173,Ene,Cipriana
5174,Aanei,Clementina
5175,Preda,Eva
5176,Stănescu,Delia
5177,Oprea,Răzvan
5178,Barbu,Ramona
5179,Stănescu,Ina
5180,Nemeș,Monica
5181,Nistor,Eremia
5182,Dochioiu,Bartolomeu
5183,Gheorghiu,Eusebia
5184,Pop,Fiodor
5185,Mazilescu,Florica
5186,Pop,Aleodor
5187,Suciu,Felix
5188,Dima,Georgiana
5189,Florea,Corneliu
5190,Marin,Codruța
5191,Diaconescu,Dorli
5192,Dochioiu,Maricica
5193,Diaconu,Clementina
5194,Dobre,Laurenția
5195,Popescu,Denis
5196,Dima,Alex
5197,Florea,Manuela
5198,Barbu,Sorin
5199,Voinea,Flavia
5200,Dumitrescu,Timea
5201,Barbu,Valentin
5202,Ionescu,Vasilica
5203,Nemeș,Cosmin
5204,Stancu,Giorgian
5205,Ioniță,Gheorghiță
5206,Mazilescu,Eliana
5207,Dobre,Alina
5208,Albu,Cezara
5209,Mazilescu,Francisc
5210,Ene,Vlaicu
5211,Ababei,Nicoară
5212,Oprea,Eliana
5213,Popescu,Bernard
5214,Diaconu,Ecaterina
5215,Pușcașu,Tiberia
5216,Manole,Simion
5217,Ioniță,Cristofor
5218,Stan,Cosmin
5219,Dochioiu,Elisaveta
5220,Ionescu,Eduard
5221,Dinu,Cornelia
5222,Diaconu,Vasile
5223,Dima,Veta
5224,Ardelean,Suzana
5225,Popa,Basarab
5226,Pop,Grigore
5227,Popescu,Florentina
5228,Stoica,Francisc
5229,Nemeș,Frederic
5230,Mocanu,Cornel
5231,Nistor,Adi
5232,Ardelean,Eugenia
5233,Aanei,Coralia
5234,Tudor,Rodica
5235,Albu,Sabrina
5236,Niță,Simion
5237,Voinea,Anuța
5238,Diaconescu,Liliana
5239,Manole,Nicolaie
5240,Mocanu,Eustațiu
5241,Nemeș,Constantina
5242,Ababei,Gabriel
5243,Popa,Paulina
5245,Florea,Corina
5246,Mocanu,Cosmin
5247,Ene,Ada
5248,Nistor,Lucian
5249,Tabacu,Mihnea
5250,Aanei,Rareș
5251,Stancu,Ozana
5252,Preda,Emanuela
5253,Ardelean,Alberta
5254,Pop,Camil
5255,Albu,Anaida
5256,Preda,Ecaterina
5257,Diaconu,Gregorian
5258,Niță,Narcis
5259,Stoica,Marcheta
5260,Dochioiu,Beniamin
5261,Pușcașu,Iris
5262,Ioniță,Floriana
5263,Tomescu,Flora
5264,Manole,Decebal
5265,Ababei,Lelia
5266,Nemeș,Eufrosina
5267,Ardelean,Speranța
5268,Stoica,Matei
5269,Ababei,Anda
5270,Dinu,Alistar
5271,Popa,Casiana
5272,Pop,Maria
5273,Cristea,Sonia
5274,Stoica,Albert
5275,Suciu,Mioara
5276,Tabacu,Brândușa
5277,Oprea,Norman
5278,Cristea,Lia
5279,Pop,Rodica
5280,Dobre,Ariadna
5281,Florea,Adonis
5282,Georgescu,Cătălina
5283,Ene,Bernard
5284,Gheorghiu,Teodora
5285,Preda,Nae
5286,Oprea,Janeta
5287,Eftimie,Răducu
5288,Nemeș,Tiberia
5289,Manole,Carol
5290,Toma,Luana
5291,Oprea,Matilda
5292,Cristea,Georgiana
5293,Toma,Ariadna
5294,Suciu,Nicolaie
5295,Stănescu,Zina
5296,Dobre,Catinca
5297,Ene,Isabela
5298,Gheorghiu,Flavia
5299,Oprea,Eduard
5300,Stancu,Varvara
5301,Barbu,Alexandru
5302,Nistor,Elisaveta
5303,Cristea,Denisa
5304,Dochioiu,Titus
5305,Pușcașu,Monica
5306,Voinea,Marcela
5307,Dobre,Ionel
5308,Diaconu,Valentina
5309,Preda,Emanoil
5310,Manole,Veronica
5311,Mazilescu,Norman
5312,Oprea,Silviana
5313,Albu,Relu
5314,Mazilescu,Ludovica
5315,Stoica,Zenovia
5316,Gheorghiu,Cătălin
5317,Florea,Sidonia
5318,Dochioiu,Georgian
5319,Pușcașu,Paraschiva
5320,Ababei,Profira
5321,Stoica,Gelu
5322,Nistor,Vera
5323,Ene,Severin
5324,Dobre,Marcu
5325,Dochioiu,Leana
5326,Ababei,Jean
5327,Dima,Horia
5328,Preda,Iacob
5329,Niță,Mugurel
5330,Cristea,Romeo
5331,Preda,Teodora
5332,Ababei,Romanița
5333,Georgescu,Andrei
5334,Dinu,Ilarion
5335,Cristea,Decebal
5336,Georgescu,Horia
5337,Pop,Valeriu
5338,Pop,Panagachie
6202,Marin,Romulus
5339,Barbu,Violeta
5340,Dobre,Pompiliu
5341,Ioniță,Antonie
5342,Suciu,Liliana
5343,Tomescu,Pamela
5344,Preda,Anemona
5345,Ardelean,Constanța
5346,Stancu,Ștefan
5347,Nistor,Sergiu
5348,Dinu,Clara
5349,Oprea,Niculiță
5350,Ababei,Miruna
5351,Diaconescu,Xenia
5352,Mocanu,Emanuel
5353,Dobre,Iancu
5354,Dumitrescu,Adonis
5355,Pop,Cristea
5356,Mocanu,Cristobal
5357,Ababei,Doriana
5358,Nistor,Marcel
5359,Mocanu,Monica
5360,Albu,Zamfir
5361,Dobre,Monalisa
5362,Nistor,Giorgian
5363,Barbu,Mirona
5364,Tomescu,Cristian
5365,Nistor,Marin
5366,Dinu,Nicolae
5367,Ene,Cătălin
5368,Diaconu,Luiza
5369,Pop,Răzvan
5370,Popescu,Eric
5371,Eftimie,Iridenta
5372,Tomescu,Marcu
5373,Marin,Casian
5374,Nistor,Ciprian
5375,Tomescu,Eleonora
5376,Popa,Ghenadie
5377,Stan,Lucreția
5378,Florea,Jean
5379,Voinea,Loredana
5380,Tomescu,Florentin
5381,Popa,Francisc
5382,Ene,Ivan
5383,Voinea,Ligia
5384,Dinu,Rareș
5385,Eftimie,Amelia
5386,Georgescu,Florentin
5387,Dumitrescu,Barbu
5388,Marin,Janina
5389,Dima,Aurora
5390,Diaconu,Zamfira
5391,Georgescu,Cleopatra
5392,Popa,Valeriu
5393,Voinea,Rafael
5394,Ioniță,Sebastian
5395,Tabacu,Sebastian
5396,Stănescu,Virginia
5397,Stan,Ruxandra
5398,Nistor,Crina
5399,Oprea,Profira
5400,Suciu,Augustina
5401,Popa,Dumitra
5402,Pop,Sabrina
5403,Voinea,Octavian
5404,Popescu,Robertina
5405,Albu,Ducu
5406,Dochioiu,Octaviu
5407,Nistor,Fabiana
5408,Tabacu,Petrișor
5409,Pușcașu,Pompiliu
5410,Dima,Cătălina
5411,Cristea,Roxana
5412,Gheorghiu,Ligia
5413,Dumitrescu,Veronica
5414,Gheorghiu,Natalia
5415,Tudor,Teofil
5416,Nistor,Flora
5417,Pușcașu,Horea
5418,Mazilescu,Valeria
5419,Nistor,Dorin
5420,Dumitrescu,Sinică
5421,Dima,Mugur
5422,Eftimie,Dorina
5423,Ene,Iurie
5424,Toma,Eva
5425,Nistor,Marius
5426,Popa,Panagachie
5427,Stoica,Dominic
5428,Albu,Petru
5429,Nemeș,Claudia
5430,Preda,Zoe
5431,Tabacu,Rareș
5432,Barbu,Pamela
5433,Popescu,Andreea
5434,Toma,Carol
5435,Oprea,Florea
5436,Dobre,Marilena
5437,Tomescu,Antonia
5438,Stan,Lorin
5439,Manole,Gheorghe
5440,Stănescu,Matilda
5441,Pușcașu,Angela
5442,Ardelean,Bogdan
5443,Manole,Vasilică
5444,Dobre,Agnos
5445,Niță,Antonie
5446,Popescu,Stelian
5447,Popa,Zenovia
5448,Stănescu,Evelina
5449,Dochioiu,George
5450,Tabacu,Natalia
5451,Manole,Simi
5452,Stoica,Iulia
5453,Mocanu,Elena
5454,Ababei,Bernard
5455,Gheorghiu,Blanduzia
5456,Aanei,Aristide
5457,Georgescu,Iulia
5458,Aanei,Axinte
5459,Ene,Catinca
6417,Albu,Roberta
5460,Florea,Carla
5461,Oprea,Roxelana
5462,Eftimie,Lucrețiu
5463,Ababei,Nicoară
5464,Mocanu,Sandu
5465,Manole,Ivan
5466,Stănescu,Julieta
5467,Barbu,Costache
5468,Dobre,Aurelia
5469,Ene,Aurică
5470,Barbu,Lucia
5471,Nistor,Iosif
5472,Dochioiu,Stela
5473,Dobre,Bernard
5474,Ionescu,Valentina
5475,Ababei,Viorel
5476,Barbu,Dalia
5477,Ababei,Silviana
5478,Stancu,Dorel
5479,Dobre,Nelu
5480,Dinu,Zamfira
5481,Ionescu,Darius
5482,Nistor,Clementina
5483,Nistor,Anamaria
5484,Popa,Iancu
5485,Popescu,Evelina
5486,Ardelean,Ilona
5487,Cristea,Laurențiu
5488,Stănescu,Andrada
5489,Gheorghiu,Remus
5490,Dumitrescu,Artemisa
5491,Dima,Viorela
5492,Pușcașu,Lorelei
5493,Diaconescu,Titus
5494,Albu,Georgian
5495,Ionescu,Nicoară
5496,Florea,Petre
5497,Aanei,Cornelia
5498,Suciu,Anemona
5499,Ionescu,Ioan
5500,Diaconu,Anda
5501,Popa,Betina
5502,Albu,Sonia
5503,Ababei,Silvana
5504,Stancu,Pamfil
5505,Dochioiu,Petre
5506,Dobre,Dafina
5507,Nistor,Octavia
5508,Stancu,Octavia
5509,Niță,Iancu
5510,Toma,Gherghina
5511,Tabacu,Zamfir
5512,Pușcașu,Coralia
5513,Nistor,Demetra
5514,Ioniță,Roxana
5515,Ardelean,Ionel
5516,Diaconu,Aurelian
5517,Niță,Cosmin
5518,Gheorghiu,Amelia
5519,Voinea,Claudia
5520,Aanei,Ionelia
5521,Mazilescu,Adam
5522,Nistor,Pleșu
5523,Diaconescu,Alexandrina
5524,Dobre,Elisabeta
5525,Suciu,Mădălin
5526,Stan,Carol
5527,Albu,Frederic
5529,Niță,Casandra
5530,Marin,Sever
5531,Mazilescu,Gabriel
5532,Popa,Semenica
5533,Dima,Dariana
5534,Niță,Cristobal
5535,Ionescu,Semenica
5536,Cristea,Corina
